mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
9.923246908187867,0.05657943430069065,0.6064742088317872,0.013218969046083877,gini,4,auto,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 200}",0.7302784960366241,0.7216311305158747,0.7100165317282014,0.7162053325420711,0.7230606189063162,0.7202384219458176,0.006803827898373843,52
25.128244256973268,0.22973068149006723,1.3409801959991454,0.05142296637290281,gini,4,auto,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 500}",0.707218854647959,0.7264634818362935,0.7220550209825781,0.7131109321351363,0.7210258584145824,0.7179748296033099,0.006890028317100723,54
10.02881817817688,0.16100287058091114,0.5248278617858887,0.008332867838973294,gini,4,sqrt,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",0.7301937179432835,0.7204866262557755,0.7309567207833496,0.7302361069899538,0.7272573124205172,0.7278260968785759,0.0038834502458203342,49
25.375918245315553,0.34011356738198295,1.3561939239501952,0.05997672642762035,gini,4,sqrt,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 500}",0.7318892798100971,0.7178585053622144,0.7346021787969989,0.7107795345682676,0.7150911403136923,0.7220441277702541,0.009459240918783926,51
8.847448110580444,0.17419073413094457,0.5128798484802246,0.004362204423513553,gini,4,log2,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",0.697511762960451,0.671484888304862,0.6860243313127887,0.6892035098130643,0.7029249682068673,0.6894298921196066,0.01078059339886165,60
22.198142051696777,0.3716027707412162,1.2731814861297608,0.014891476599435401,gini,4,log2,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 500}",0.7002246619473528,0.7010300538340892,0.6998431605273198,0.6958162010936374,0.6955913522679101,0.6985010859340619,0.0023170115986376446,58
12.081648015975953,0.06553965826435605,0.5487030029296875,0.0068304980641524385,gini,5,auto,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 200}",0.7569412063922683,0.7458776652113094,0.75592386927218,0.7385443601373405,0.7573548113607461,0.7509283824747689,0.007500422416928496,44
29.893430471420288,0.020222283550118427,1.38636212348938,0.02127174268431558,gini,5,auto,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 500}",0.7486753422915519,0.7599508287058624,0.7585519901657412,0.7547369759654106,0.756379821958457,0.7556589918174046,0.0039225087213192065,42
11.93779444694519,0.14874474630772147,0.5562220096588135,0.01553951163858349,gini,5,sqrt,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200}",0.7560510364121911,0.7607138315459285,0.75965410537917,0.7535924717053113,0.7578635014836795,0.7575749893052561,0.0025472013030731085,37
30.011458110809325,0.2862824997834729,1.4332125663757325,0.02842820894300361,gini,5,sqrt,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 500}",0.7551184773854436,0.7593573820524776,0.7573227078123013,0.7568988173455979,0.7506570580754557,0.7558708885342552,0.0029349686369657554,41
10.482815599441528,0.09308749996984597,0.5512258529663085,0.006713293787328631,gini,5,log2,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200}",0.721673519562545,0.7101436988682125,0.7083209698613878,0.712941375948455,0.7331920305214074,0.7172543189524015,0.009192465451753345,55
26.43123574256897,0.2280053184691737,1.389577865600586,0.017604982745702456,gini,5,log2,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 500}",0.7317197236234158,0.7321860031367895,0.7351108473570429,0.7205290153024458,0.7192030521407377,0.7277497283120864,0.006554568492765727,50
14.125179481506347,0.05480509419351434,0.6027795314788819,0.007891635332342422,gini,6,auto,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 200}",0.7625365605527532,0.7608409986859396,0.7612225001059726,0.7582552668390488,0.7623993217465027,0.7610509295860434,0.0015436643682287966,32
34.567869424819946,0.09090158026117932,1.5186078548431396,0.015852817476524488,gini,6,auto,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 500}",0.7601203848925437,0.7642321224195668,0.7635962867195116,0.760162773939214,0.7625688851208139,0.76213609061833,0.0017128853631301277,27
14.04206976890564,0.12401524165485282,0.6044856071472168,0.01423245910618554,gini,6,sqrt,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 200}",0.7599508287058624,0.7618583358060277,0.7625365605527532,0.7596964944258403,0.7615091140313692,0.7611102667043704,0.0011041783588684856,31
34.87425937652588,0.532393618428437,1.4897258758544922,0.008905307965421619,gini,6,sqrt,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 500}",0.7618159467593574,0.7616887796193463,0.7630876181594676,0.761519223432665,0.7618906316235693,0.7620004399188811,0.000557988093662816,29
12.1350266456604,0.1722872411069614,0.6046558380126953,0.011389001908372325,gini,6,log2,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 200}",0.7577465982790047,0.7592302149124667,0.7590182696791149,0.7565173159255648,0.7587113183552353,0.7582447434302774,0.0010019324763897474,35
