mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.198295259475708,0.01751215045511305,0.005672740936279297,0.00021448548814614519,entropy,3,22,7,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 22, 'min_samples_leaf': 7}",0.7449874952312322,0.6835657666059091,0.7128989869017845,0.7481666737315078,0.7468418821534548,0.7272921609247776,0.025495971288969813,177
0.2105091094970703,0.02016472936154384,0.005687332153320313,0.0008490149889549667,entropy,3,22,8,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 22, 'min_samples_leaf': 8}",0.7385443601373405,0.7459624433046501,0.7476580051714637,0.7112034250349709,0.7010597710894447,0.728885600947574,0.019101044403996553,174
0.20337977409362792,0.008585703650156006,0.00557403564453125,0.0006514162524838343,entropy,3,22,9,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 22, 'min_samples_leaf': 9}",0.7446059938111992,0.7128142088084439,0.7580857106523674,0.7112034250349709,0.7068249258160237,0.726706852824601,0.02065751591646793,180
0.230818510055542,0.009209104225588915,0.005398750305175781,0.0006619195736616312,entropy,3,25,1,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 25, 'min_samples_leaf': 1}",0.7446059938111992,0.7459624433046501,0.7476580051714637,0.7420626510109788,0.7475201356506994,0.7455618457897982,0.0020759228697939222,139
0.22096638679504393,0.01593623394771454,0.005741214752197266,0.0008798324047070989,entropy,3,25,2,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 25, 'min_samples_leaf': 2}",0.7446059938111992,0.7340087321436141,0.7476580051714637,0.7368064092238565,0.7449342941924544,0.7416026869085176,0.005243257905375692,149
0.22286434173583985,0.014406733437658432,0.005681037902832031,0.00046494745491999046,entropy,3,25,3,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 25, 'min_samples_leaf': 3}",0.7510491289050909,0.7466406680513755,0.7450722733245729,0.7481666737315078,0.7449342941924544,0.7471726076410004,0.002268038604828303,134
0.22686223983764647,0.005309057242784312,0.005320262908935547,0.0005277249357060883,entropy,3,25,4,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 25, 'min_samples_leaf': 4}",0.7510491289050909,0.7435462676444407,0.7454961637912764,0.7308719426900089,0.7475201356506994,0.7436967277363032,0.006876219468072459,144
0.22741332054138183,0.011697997365702364,0.005289745330810547,0.00045464769952464847,entropy,3,25,5,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 25, 'min_samples_leaf': 5}",0.7510491289050909,0.7412148700775719,0.7606714424992582,0.7473188927981009,0.7475201356506994,0.7495548939861443,0.006395409766849462,129
0.22061266899108886,0.009052134245531853,0.005770730972290039,0.0016121482985645582,entropy,3,25,7,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 25, 'min_samples_leaf': 7}",0.7510491289050909,0.7459624433046501,0.7266754270696452,0.7368064092238565,0.7252225519287834,0.7371431920864053,0.010226861295293984,161
0.2309408664703369,0.009761342669220798,0.005211353302001953,0.000526067599014234,entropy,3,25,8,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 25, 'min_samples_leaf': 8}",0.7510491289050909,0.7459624433046501,0.7476580051714637,0.7481666737315078,0.7564222128020348,0.7498516927829495,0.0036710598642018754,128
